invoice_id,account_id,invoice_date,amount,status
9365421,618509,2025-05-07 18:16:24,630.23,paid
6695435,359909,2025-08-10 09:15:19,637.25,paid
4155722,753247,2025-05-08 11:23:53,744.08,uncollectible
8599992,282217,2025-03-19 10:58:12,5999.59,open
6974197,124161,2025-02-01 14:12:01,133.75,paid
4050771,819946,2025-06-03 12:29:53,124.4,paid
2744692,479390,2025-12-19 15:55:28,37.14,paid
4964195,918643,2025-05-29 11:46:46,618.66,open
6454976,505710,2025-03-21 15:00:18,441.39,uncollectible
3015378,872833,2025-05-30 06:40:46,32.81,paid
2096670,887991,2025-11-09 10:56:15,74.19,open
5716200,202107,2025-10-30 15:11:56,733.79,open
7756510,449827,2025-05-20 11:45:43,3096.35,paid
5917249,877896,2025-07-17 14:24:07,73.28,paid
6533092,574768,2025-07-20 10:37:30,791.56,paid
4534249,973361,2025-02-08 09:02:16,324.15,paid
8163148,116787,2025-10-23 15:44:41,334.61,paid
299880,686916,2025-11-23 16:33:45,3687.95,paid
2569235,129145,2025-04-27 16:10:08,687.4,paid
8868958,687763,2025-12-16 09:13:45,405.33,paid
2900669,556047,2025-09-27 11:24:30,745.74,paid
1463563,890103,2025-01-15 14:25:13,103.97,open
7300237,189189,2025-12-17 12:26:41,408.16,paid
320261,188341,2025-05-23 08:44:16,87.79,paid
3338329,178553,2025-09-17 12:08:06,35.3,paid
9264744,372540,2025-12-22 15:58:29,1672.16,paid
5931729,651612,2025-12-01 14:45:56,63.66,open
626319,782122,2025-02-07 13:29:42,35.49,paid
7822881,794431,2025-04-30 02:24:37,420.42,paid
7714496,618152,2025-08-29 19:46:07,1803.52,paid
4339950,835797,2025-07-27 18:14:51,594.27,paid
5719728,863793,2025-01-12 18:03:36,95.27,uncollectible
4983887,661655,2025-09-14 08:05:28,64.92,paid
9856209,240194,2025-08-14 11:53:26,107.76,paid
70103,554336,2025-10-07 17:19:14,39.5,paid
5973031,806501,2025-10-16 18:54:12,401.42,paid
9770268,842629,2025-08-21 06:54:05,444.69,paid
7910157,393626,2025-04-05 07:30:39,690.78,paid
4639217,604126,2025-11-02 14:18:25,48.32,void
9584107,237570,2025-10-27 17:46:45,329.24,paid
6224772,302271,2025-10-30 14:35:52,4915.33,paid
9915179,958517,2025-08-09 08:40:00,687.37,paid
618208,152728,2025-08-18 12:25:14,9436.88,open
6521407,488220,2025-10-27 15:24:47,255.85,paid
2493698,375756,2025-07-30 14:46:53,573.28,paid
3293438,345955,2025-03-31 10:23:30,365.91,paid
6071302,278870,2025-04-13 12:13:57,46.26,paid
1580687,189198,2025-11-11 13:55:40,11.39,paid
7076659,603274,2025-11-06 11:12:32,33.58,paid
8148504,491257,2025-02-14 17:45:17,677.53,paid
7493431,362956,2025-09-05 07:34:40,47.92,open
7409314,819946,2025-02-26 08:19:01,119.76,paid
71988,362499,2025-10-20 07:29:19,555.45,paid
7346918,624691,2025-03-05 02:21:23,687.13,paid
761118,260118,2025-11-09 19:42:31,3303.07,paid
5535444,621013,2025-10-02 08:06:49,33.98,open
8545455,603274,2025-03-05 08:49:57,39.57,paid
8645713,669363,2025-03-04 11:32:29,46.99,paid
2243145,339409,2025-09-20 23:36:41,67.61,paid
7575811,950959,2025-07-16 13:08:37,1223.48,paid
1056891,746335,2025-08-02 09:57:03,46.11,open
2462706,897529,2025-06-12 12:54:11,25.86,paid
3963308,102220,2025-08-24 06:45:59,300.11,paid
5351785,421775,2025-12-13 08:36:51,26.99,paid
8030175,232216,2025-07-23 08:48:50,33.21,paid
3936129,902628,2025-05-23 13:58:05,3271.4,paid
8699072,691462,2025-11-07 08:42:37,124.84,paid
627928,757684,2025-10-30 16:23:53,68.26,paid
843474,236391,2025-08-30 13:30:09,4597.79,paid
1288711,907406,2025-11-22 12:28:07,37.22,paid
5138766,157478,2025-08-06 00:50:18,46.66,paid
9875682,209127,2025-11-24 10:49:15,2043.5,void
8506277,901602,2025-02-27 05:12:57,942.78,paid
8172452,395222,2025-07-16 10:16:34,187.19,paid
4371396,140197,2025-04-22 12:58:51,1654.8,paid
4512028,586841,2025-11-14 17:31:32,209.07,paid
5314534,861024,2025-06-30 09:25:22,913.72,paid
2276878,697547,2025-10-01 19:26:51,341.39,paid
3298714,203951,2025-05-03 14:25:39,537.86,paid
6037287,262565,2025-07-22 13:44:45,502.03,paid
6681211,806120,2025-03-19 19:41:58,44.26,paid
3569176,200631,2025-08-20 11:09:22,215.14,paid
3757301,518790,2025-08-02 04:32:09,24.45,paid
6862158,877896,2025-02-17 11:20:25,72.6,paid
5447362,928274,2025-08-22 05:10:19,526.95,paid
6230767,551362,2025-09-26 10:02:41,856.83,paid
6350423,942304,2025-11-29 11:48:54,5346.53,paid
8264477,819199,2025-06-15 11:05:53,35.78,paid
7285290,676881,2025-10-20 11:05:53,37.64,paid
5489264,139051,2025-12-24 16:39:19,35.53,paid
6503196,103319,2025-07-23 09:07:32,75.26,paid
3126509,473607,2025-01-06 19:53:27,38.99,paid
6643916,115359,2025-08-07 01:21:44,35.06,paid
7560415,210309,2025-08-22 01:08:34,35.78,paid
4199318,295334,2025-01-20 12:15:54,565.1,paid
4012375,834134,2025-07-28 15:35:53,38.56,paid
5867583,299619,2025-04-25 07:15:44,367.92,paid
763841,819946,2025-10-17 15:34:26,119.88,paid
186822,196472,2025-01-07 02:47:55,534.11,paid
1957790,817805,2025-09-17 08:02:03,529.99,paid
2413528,692735,2025-02-09 14:55:21,95.34,paid
4589551,352867,2025-10-04 09:27:10,743.91,paid
5334433,263501,2025-09-12 14:32:24,49.2,paid
4222156,734042,2025-05-18 03:23:11,58.43,paid
6959059,246475,2025-02-08 23:34:23,82.08,paid
3206188,940445,2025-12-16 12:48:59,146.72,paid
6133304,789095,2025-03-03 14:30:19,71.65,paid
8673297,540233,2025-11-20 14:36:05,22.69,paid
3845005,775696,2025-10-31 04:19:22,57.33,paid
7253067,661510,2025-12-02 16:19:07,509.05,paid
8824676,530957,2025-03-02 15:13:12,195.01,paid
4361769,172478,2025-03-08 12:50:20,493.45,paid
3180624,110911,2025-05-29 11:12:07,37.99,paid
2110224,391164,2025-03-10 11:55:14,25.45,paid
350833,163603,2025-07-22 07:54:43,37.17,paid
1783989,950873,2025-09-04 16:24:55,624.24,paid
7301844,805943,2025-06-09 14:17:54,51.59,paid
3051670,733368,2025-08-29 18:38:07,47.41,paid
9403712,462638,2025-09-12 15:04:05,6317.91,paid
3386918,870519,2025-06-07 10:33:17,23.2,paid
2408785,119663,2025-05-25 12:59:55,3050.79,paid
5331248,119663,2025-04-29 13:14:49,3467.86,paid
9182301,271313,2025-04-13 09:19:43,963.32,open
3230512,372180,2025-07-15 13:39:17,47.91,paid
9301504,579749,2025-06-03 15:12:36,60.31,paid
2011021,943067,2025-07-22 09:40:56,452.73,paid
3942239,407884,2025-11-27 12:37:44,983.16,paid
4761508,739739,2025-02-17 17:25:32,38.32,paid
9935980,280961,2025-08-05 09:27:06,301.38,paid
537318,716836,2025-04-02 10:39:16,97.58,paid
7752291,938137,2025-11-13 14:30:19,752.91,paid
1061063,245051,2025-07-11 06:18:47,314.7,paid
2419112,918351,2025-03-09 15:50:57,90.14,paid
7788166,186866,2025-07-19 15:34:28,389.88,open
9588387,176018,2025-03-14 16:16:31,701.15,paid
7759459,822666,2025-12-07 13:00:37,741.67,paid
8502199,427620,2025-06-18 15:03:16,656.49,paid
2677453,823165,2025-08-06 07:36:37,63.59,paid
783966,674609,2025-09-18 12:41:09,70.74,paid
3634633,875381,2025-02-22 08:14:29,805.04,paid
6770332,603307,2025-02-09 09:34:33,36.72,paid
4929136,847537,2025-08-25 19:05:45,16692.93,paid
9840684,341901,2025-03-31 18:22:45,70.77,paid
4109814,626504,2025-08-19 10:18:36,103.35,paid
4860669,382519,2025-06-14 14:02:12,139.76,paid
7139995,776288,2025-11-03 11:11:01,611.73,paid
6979314,292435,2025-11-18 13:16:37,831.4,paid
3222362,751454,2025-11-07 10:42:57,2910.62,void
929214,599218,2025-09-11 18:30:57,5554.47,paid
9457932,722037,2025-11-09 09:59:54,154.74,paid
6277444,902347,2025-07-01 15:44:41,3170.37,paid
6215066,492337,2025-10-06 13:36:43,46.09,open
1322232,662747,2025-07-25 11:41:51,17184.61,paid
5993438,243998,2025-07-29 11:23:48,40.74,paid
9085754,362499,2025-12-14 11:29:14,546.21,paid
7788768,376354,2025-03-03 13:14:04,83.79,paid
2972587,627910,2025-05-13 14:02:37,89.36,paid
5558823,304212,2025-07-30 16:08:53,92.56,paid
3868209,462096,2025-03-15 14:50:34,3125.78,paid
7866503,667992,2025-09-02 15:29:24,4729.35,paid
3678585,157411,2025-10-01 13:31:41,4586.57,paid
3246261,556479,2025-11-10 13:50:21,68.94,paid
786535,386921,2025-05-03 18:33:54,3086.54,paid
6727983,982749,2025-02-13 07:35:34,72.17,paid
4794802,942582,2025-03-04 06:54:41,25.5,paid
1276080,968396,2025-06-16 18:31:08,75.99,paid
9939159,201572,2025-09-23 15:34:03,932.91,paid
652171,398032,2025-09-23 08:01:54,36.25,uncollectible
7469621,632926,2025-08-06 17:10:38,1138.6,paid
9120337,918212,2025-07-09 20:41:32,4689.26,paid
6573888,785078,2025-01-24 11:00:46,70.25,paid
9832734,713834,2025-12-25 09:04:05,54.36,paid
2483067,424994,2025-08-27 13:31:54,3334.89,paid
9594350,499701,2025-09-18 07:37:31,263.25,paid
8582874,714944,2025-03-31 18:17:24,743.94,paid
8229641,490866,2025-06-11 13:07:51,350.31,paid
904967,316635,2025-05-08 15:19:27,791.36,paid
7247547,687595,2025-01-03 19:51:14,2034.75,paid
8869492,427620,2025-05-12 16:01:32,676.35,paid
6569270,217404,2025-11-22 11:53:24,49.06,paid
5507371,198781,2025-08-24 11:04:51,79.06,paid
412894,820834,2025-09-23 15:57:30,624.82,void
3860342,488457,2025-10-01 12:27:57,69.12,paid
4415054,380513,2025-10-10 17:51:20,87.34,paid
5761001,225448,2025-11-19 07:05:25,3439.25,paid
8145591,531301,2025-05-23 13:36:07,37.75,paid
3635982,169258,2025-08-09 18:37:00,571.71,paid
491575,818984,2025-12-12 10:47:32,1916.18,paid
166349,254108,2025-11-20 15:49:30,137.54,paid
9805622,141893,2025-02-01 11:36:04,63.74,paid
7293991,815996,2025-04-04 22:35:53,794.72,paid
2370405,782122,2025-04-04 21:08:54,34.56,paid
8983848,952233,2025-06-18 11:07:19,568.0,paid
6933120,734573,2025-10-17 17:46:28,676.48,paid
8914582,682864,2025-10-17 07:01:40,1082.62,paid
70037,301453,2025-05-11 08:56:08,58.74,paid
1306360,467325,2025-05-21 22:54:17,201.05,paid
8191619,452579,2025-10-11 14:32:38,97.55,paid
4993999,133243,2025-11-30 13:26:02,23.63,open
7559381,952954,2025-06-20 11:41:28,439.49,open
3740463,347163,2025-11-18 09:42:14,301.13,paid
268109,359578,2025-07-29 18:30:54,65.78,paid
4346093,574470,2025-06-17 08:37:43,443.54,open
1557155,423101,2025-06-11 16:16:50,4458.36,paid
9314280,200830,2025-03-06 10:51:45,526.47,paid
7140876,603307,2025-08-07 18:31:03,35.46,paid
8508366,480190,2025-10-30 10:06:41,34.82,paid
5228421,196847,2025-04-06 12:40:57,2435.42,paid
3615299,952233,2025-07-24 17:02:33,532.58,paid
958381,556047,2025-02-14 19:38:58,759.71,paid
4207143,154626,2025-05-16 17:31:37,659.68,paid
9197310,869256,2025-08-12 08:25:19,68.4,paid
7674728,133243,2025-09-22 03:26:20,25.27,paid
4676568,642899,2025-07-02 10:40:50,71.85,paid
4800990,133440,2025-08-09 09:17:45,83.69,paid
5844598,278870,2025-11-06 14:31:02,47.23,paid
1465426,332026,2025-12-25 08:58:33,34.46,paid
6610495,881378,2025-05-09 12:51:53,12.5,paid
6829361,236900,2025-08-30 07:16:35,351.91,paid
9495001,697547,2025-03-02 09:09:03,373.21,paid
6223333,968217,2025-01-19 09:08:50,93.67,paid
7985731,400628,2025-11-03 15:59:12,32.95,paid
3075903,254564,2025-12-30 14:11:23,4692.23,open
5379948,794431,2025-04-08 17:42:33,434.75,uncollectible
9252026,398032,2025-09-22 19:46:11,34.54,paid
2610652,557985,2025-05-23 00:31:06,48.28,paid
3049813,540749,2025-01-31 08:09:59,23.91,paid
1869220,110220,2025-06-18 22:17:18,58.38,paid
4760286,693667,2025-01-11 10:34:26,505.9,paid
7175900,106212,2025-01-28 11:32:04,2682.07,paid
7368626,411362,2025-12-26 09:56:04,72.54,paid
7229018,228567,2025-07-20 07:53:51,607.25,paid
2052603,645195,2025-05-01 13:50:45,39.17,paid
5298273,141893,2025-08-24 08:59:48,65.92,paid
5127969,256035,2025-05-31 12:50:04,35.22,paid
1864054,269555,2025-05-28 16:57:59,221.53,paid
2479350,265516,2025-03-03 09:05:15,154.57,paid
6427406,676881,2025-06-27 10:03:54,35.01,paid
1179792,590704,2025-12-13 12:08:53,581.0,paid
9826185,288150,2025-02-12 18:30:23,316.04,paid
6614376,995934,2025-12-07 15:11:19,298.28,paid
7557511,729073,2025-10-08 05:39:57,532.58,paid
3896062,918351,2025-04-22 14:22:26,77.15,paid
4265763,173985,2025-11-02 14:00:03,51.11,paid
8948322,563394,2025-05-28 12:49:02,860.38,open
5395689,938205,2025-05-29 22:07:31,141.14,paid
8191918,471767,2025-02-12 16:44:48,83.36,paid
2202177,609487,2025-02-23 09:29:47,2310.84,paid
8227609,291292,2025-07-31 09:01:04,555.9,paid
7233155,269728,2025-06-08 09:26:26,3531.81,paid
7025531,208561,2025-04-14 13:52:10,93.32,paid
9473443,619919,2025-12-26 11:02:59,24.08,paid
3049799,423101,2025-06-01 15:37:16,4926.44,paid
7941238,861107,2025-02-03 22:42:15,553.98,open
2573415,593883,2025-05-13 18:14:58,34.92,paid
4412144,779884,2025-02-01 10:37:35,4495.66,paid
3425777,916037,2025-09-15 19:01:05,34.64,paid
6535466,896894,2025-07-08 00:39:13,1725.83,paid
282802,450199,2025-05-10 17:11:10,101.52,paid
8394279,428057,2025-08-04 10:24:33,46.18,paid
5250111,741646,2025-05-20 08:20:36,680.81,paid
6872029,108606,2025-08-11 13:26:04,619.51,paid
3282732,996360,2025-02-26 12:43:48,101.16,paid
4740199,201820,2025-06-06 11:02:40,3061.7,paid
6793089,682864,2025-06-26 13:41:22,1230.89,paid
5512557,832207,2025-11-16 17:46:19,669.66,paid
1451891,940445,2025-08-08 17:46:29,148.53,paid
7361162,670800,2025-12-23 06:12:58,295.55,paid
3274235,780194,2025-11-11 14:15:16,1508.7,paid
1749577,789095,2025-02-19 11:11:39,73.19,paid
7049200,561696,2025-09-15 07:29:52,46.88,paid
900721,341901,2025-12-21 07:23:42,70.14,paid
180620,440806,2025-08-17 16:51:47,25.29,paid
7954251,295334,2025-01-23 08:14:10,565.55,paid
2191834,938137,2025-03-08 09:29:56,717.14,paid
2595044,663857,2025-06-17 09:17:05,2433.58,paid
8197614,352867,2025-12-04 11:10:09,727.93,uncollectible
8741188,206487,2025-11-10 10:52:29,73.68,open
199381,343808,2025-04-30 10:39:05,67.47,paid
2531281,125160,2025-09-13 12:39:23,94.68,paid
1219173,725693,2025-09-27 10:00:41,274.6,paid
4727366,228499,2025-05-27 21:34:05,34.57,paid
8765494,768839,2025-11-03 16:24:51,10.87,paid
4895507,692863,2025-07-06 12:21:37,93.03,paid
8787609,646309,2025-02-23 09:27:21,376.45,paid
3322174,540749,2025-11-12 06:43:06,25.21,paid
2109225,391164,2025-05-24 11:41:15,23.75,paid
2111886,919974,2025-06-07 10:08:20,2884.87,paid
8331733,544215,2025-03-30 02:45:55,628.0,paid
3507184,566579,2025-10-05 11:12:47,2294.37,paid
8009995,708315,2025-02-16 08:35:25,33.27,paid
1381692,449827,2025-10-05 09:09:30,2821.37,paid
2758825,206528,2025-12-24 08:28:59,92.39,paid
4424918,401402,2025-07-15 22:14:57,222.41,paid
7686807,591895,2025-05-18 11:13:27,102.12,paid
4908264,376354,2025-01-11 16:42:19,90.05,paid
583104,734042,2025-05-23 10:02:26,57.75,paid
8941219,843432,2025-05-05 14:16:54,23.42,paid
5614411,656281,2025-05-30 17:42:05,221.6,paid
9618282,441439,2025-02-06 21:08:23,67.9,paid
3552205,153122,2025-12-15 13:57:08,50.65,open
4548609,290492,2025-06-29 08:26:25,112.41,paid
9361384,930679,2025-01-16 10:38:35,60.64,paid
527417,606408,2025-11-10 12:35:29,38.47,paid
5369892,983961,2025-06-06 21:57:56,486.94,paid
2761500,247003,2025-07-06 22:36:19,694.0,paid
7100452,988431,2025-10-08 02:07:55,32.37,paid
8692743,318405,2025-11-25 10:02:11,49.41,paid
1164511,695829,2025-12-05 09:25:17,46.04,paid
4793140,633095,2025-10-20 19:55:05,1188.84,paid
2455697,729870,2025-08-09 16:14:13,265.33,paid
1706619,435506,2025-05-19 17:07:14,442.76,paid
7413071,245218,2025-11-20 15:53:47,1591.52,paid
4057035,826663,2025-04-08 20:14:03,2326.64,paid
966690,292435,2025-04-15 14:25:31,847.9,paid
7400825,461906,2025-05-09 08:58:49,46.39,paid
7525319,590704,2025-03-13 17:03:20,571.19,paid
9011569,899547,2025-06-18 16:46:02,372.45,paid
2006614,216530,2025-05-21 16:31:26,78.53,paid
94482,170417,2025-04-08 23:20:41,895.95,paid
2610169,473607,2025-11-27 09:01:12,36.84,paid
5909832,116787,2025-08-16 18:45:50,341.11,open
477719,531456,2025-05-18 10:02:34,89.43,paid
2667068,540749,2025-05-07 17:29:46,24.01,paid
5263137,970778,2025-05-12 15:52:31,572.68,uncollectible
4361080,679810,2025-05-23 07:55:36,548.1,paid
7219034,940445,2025-12-04 11:13:16,138.7,paid
2271285,865765,2025-08-16 12:43:42,124.13,paid
7093417,705149,2025-10-13 10:43:00,101.78,paid
4357247,791209,2025-07-13 09:51:47,82.87,paid
9343773,605260,2025-07-15 14:58:24,66.65,paid
7405698,270148,2025-03-02 11:25:33,928.89,paid
4698574,772957,2025-04-06 15:20:58,529.33,paid
3017822,714944,2025-11-25 19:46:24,697.37,paid
4880101,952233,2025-01-19 09:07:40,623.57,paid
4096458,314260,2025-08-28 21:09:45,2206.5,paid
5976941,693331,2025-09-11 11:44:54,38.75,paid
5724835,505710,2025-02-19 23:37:49,384.28,paid
5862303,822666,2025-10-06 09:26:23,748.97,paid
7521930,304962,2025-10-06 14:08:45,5331.99,open
61184,371884,2025-02-13 14:27:53,78.7,paid
939357,908690,2025-01-23 14:41:33,911.04,paid
2590177,299619,2025-02-18 22:27:39,384.91,paid
1530204,973361,2025-05-04 10:47:33,311.9,paid
4716032,772957,2025-01-16 08:41:57,569.6,paid
7577425,221118,2025-07-09 17:36:51,38.75,paid
4194996,943067,2025-09-11 17:06:08,435.31,paid
5583491,624539,2025-05-09 17:36:07,34.75,paid
3945264,189189,2025-05-23 17:12:05,383.11,paid
7457414,172478,2025-11-27 22:38:10,458.02,paid
4261406,431648,2025-07-06 09:05:08,139.34,paid
4749177,572896,2025-03-17 14:40:15,49.02,open
8453739,411362,2025-12-06 08:12:04,79.91,paid
9642862,271313,2025-05-16 10:52:40,1040.78,paid
9030568,966960,2025-10-06 09:58:01,717.08,paid
8846765,383211,2025-06-19 18:02:45,842.46,paid
2056242,565218,2025-08-06 20:59:07,2611.04,paid
8397871,688496,2025-01-27 07:08:32,302.28,paid
9657610,284692,2025-12-29 14:16:03,873.92,paid
1458697,236900,2025-08-29 12:18:17,413.82,void
9431573,912127,2025-05-04 01:59:33,1840.65,paid
9010175,753247,2025-03-03 12:35:55,760.27,paid
9257785,237570,2025-09-27 21:25:09,332.69,paid
5308183,282217,2025-01-31 11:16:52,5967.86,paid
284633,198781,2025-01-01 17:31:46,77.88,paid
1560439,441844,2025-01-09 08:31:28,676.54,paid
67124,445138,2025-05-27 18:29:28,136.59,paid
3745608,807582,2025-11-11 08:36:42,352.27,paid
1928481,894894,2025-06-29 18:34:24,499.21,uncollectible
914223,668250,2025-04-15 15:40:36,3945.97,paid
2258873,209357,2025-09-09 20:49:10,37.69,paid
3314605,731867,2025-12-05 11:48:30,837.56,open
4906757,436439,2025-07-16 16:54:21,38.39,paid
7537311,315118,2025-01-13 13:09:22,3572.24,paid
8791267,765110,2025-11-07 03:06:59,32.47,paid
5280814,108657,2025-04-11 17:57:37,573.46,paid
1048172,727242,2025-01-09 12:17:14,105.27,paid
9312369,141893,2025-06-18 16:16:10,63.5,paid
8122185,199248,2025-12-17 07:57:01,4190.91,open
1041072,237570,2025-08-06 18:45:40,350.97,void
7600071,774503,2025-05-29 01:03:33,59.36,paid
857164,889010,2025-05-12 13:02:40,230.5,paid
9428125,796619,2025-04-23 22:48:27,431.35,paid
9177859,292475,2025-11-27 15:04:23,2097.28,paid
8334023,288393,2025-09-23 11:24:51,369.88,paid
5921198,470193,2025-09-02 12:24:47,68.41,paid
3133101,247003,2025-06-29 16:25:38,711.92,paid
872752,393362,2025-09-18 11:05:44,580.3,paid
8184188,983961,2025-12-09 11:28:01,465.9,paid
2017314,744444,2025-09-15 16:50:00,2713.87,paid
3868616,105266,2025-04-12 16:53:28,67.37,void
3530441,656281,2025-07-16 12:47:23,254.23,paid
3094917,199248,2025-08-23 03:18:16,3798.8,paid
8040071,819199,2025-02-15 11:26:11,40.5,paid
5674869,284939,2025-02-11 16:26:54,78.28,open
8435867,565930,2025-11-30 07:36:16,627.4,paid
6612960,527428,2025-11-26 12:10:02,5659.3,paid
9503548,178553,2025-08-18 12:17:55,36.96,paid
571148,668250,2025-07-31 11:45:08,4226.35,paid
4737110,145314,2025-10-12 16:08:40,49.18,paid
3149192,218019,2025-07-09 05:27:31,73.43,paid
3417925,260444,2025-06-19 10:46:08,727.18,paid
7618655,989157,2025-05-16 07:10:41,90.97,paid
4249679,183180,2025-08-27 16:32:02,382.65,paid
8196534,479493,2025-03-17 08:41:37,108.72,paid
2882674,901602,2025-04-28 16:17:08,955.06,paid
6870508,769395,2025-07-19 16:51:16,68.03,paid
6475721,876324,2025-05-02 16:23:18,1828.85,open
2264867,544215,2025-07-25 11:04:28,622.24,paid
2235022,486582,2025-04-17 21:33:37,74.75,paid
7592396,527428,2025-08-21 19:16:27,6048.32,paid
5943453,216490,2025-03-28 06:23:22,39.0,paid
5345674,129289,2025-09-29 17:03:26,23.09,open
1146074,820426,2025-11-01 09:07:30,58.39,paid
9976601,757684,2025-09-18 14:54:12,66.17,open
6088609,200865,2025-07-06 14:55:48,264.42,paid
5311349,772957,2025-11-04 09:12:46,652.05,paid
6168256,695829,2025-02-22 07:28:53,46.99,paid
386210,183180,2025-05-12 12:48:35,368.72,paid
6915122,298048,2025-03-19 13:16:26,56.4,paid
1758993,687595,2025-06-01 21:02:16,1968.59,paid
7469709,216864,2025-10-15 07:07:26,25.77,paid
4081288,203951,2025-01-11 15:06:22,555.8,paid
4740081,741178,2025-03-15 03:00:54,423.69,open
1850652,513477,2025-03-27 09:53:09,836.4,paid
8251438,724051,2025-04-13 07:26:09,296.88,paid
4769187,424994,2025-08-27 20:16:00,3132.45,paid
2702934,295167,2025-08-10 23:48:40,46.16,paid
2760726,105052,2025-10-06 07:05:02,1045.74,paid
2485957,778013,2025-07-04 09:40:35,104.82,open
2989181,356856,2025-10-16 12:33:13,75.27,paid
7468893,778013,2025-08-29 11:11:52,117.9,paid
6885125,865765,2025-09-14 09:52:32,109.23,paid
9398255,106212,2025-06-28 15:40:23,3061.75,paid
3873766,780194,2025-06-29 09:57:47,1385.19,paid
1079336,516809,2025-07-24 14:39:56,652.72,paid
7422883,696751,2025-03-16 20:39:16,70.7,paid
9229433,642899,2025-08-03 05:33:57,59.47,paid
866066,232159,2025-12-04 04:53:04,2759.87,paid
3791619,295167,2025-01-14 12:22:47,42.61,paid
4324010,394508,2025-07-21 12:53:41,35.94,paid
8412873,782122,2025-01-02 09:17:42,34.6,paid
9800202,358468,2025-11-20 08:56:14,414.02,paid
3652069,676603,2025-12-28 08:56:18,274.12,paid
9588282,650871,2025-03-22 15:01:58,530.41,paid
392417,913140,2025-09-20 20:58:08,123.05,paid
3793705,629748,2025-11-06 17:18:54,82.64,paid
5514449,798586,2025-06-11 14:28:40,4575.14,paid
940312,301501,2025-03-30 12:23:34,641.39,paid
5856315,275252,2025-09-17 08:36:13,511.76,paid
3779180,270148,2025-03-14 13:34:45,926.62,paid
822605,278618,2025-10-08 15:21:06,675.76,paid
756770,110840,2025-09-06 10:23:30,2617.29,paid
7402927,563394,2025-08-24 13:40:08,857.02,paid
5404176,380513,2025-12-28 12:51:57,87.87,paid
9559991,207018,2025-05-05 15:52:24,34.91,paid
2576072,290620,2025-05-13 12:52:52,72.8,paid
4219427,558269,2025-09-17 23:12:15,17800.67,paid
6218454,861024,2025-09-23 22:50:29,817.51,paid
9379636,315118,2025-12-01 10:36:39,3629.19,paid
6032373,717660,2025-12-15 09:08:51,89.82,paid
3637615,414105,2025-04-06 07:07:43,78.0,paid
4286638,712131,2025-02-02 14:05:58,984.62,paid
1420574,571416,2025-10-03 13:34:23,198.5,paid
7930046,913140,2025-10-10 18:09:11,119.07,paid
513786,372607,2025-08-21 11:06:27,603.24,paid
5233229,961826,2025-09-14 12:27:59,67.29,paid
6613528,136968,2025-03-15 16:53:52,240.67,paid
7135574,951550,2025-02-28 10:05:51,35.07,paid
4382778,158251,2025-10-10 14:22:40,694.64,paid
3108835,600525,2025-09-20 18:50:24,1232.46,paid
3374171,723768,2025-06-19 09:10:58,419.02,paid
5009376,284939,2025-11-25 13:17:12,63.36,paid
9048224,739213,2025-01-16 16:29:38,70.65,paid
3882274,739777,2025-03-02 06:04:13,1269.27,paid
4484695,377902,2025-11-10 22:46:51,4042.55,paid
8288350,315012,2025-07-26 14:43:44,3776.36,paid
462141,177341,2025-05-10 12:38:01,105.02,paid
3541104,620446,2025-05-14 01:10:44,35.82,paid
7923465,603274,2025-08-24 10:38:18,36.73,paid
562889,896132,2025-10-08 10:54:54,86.76,paid
9802277,491474,2025-05-02 11:12:29,2650.39,paid
9061150,280961,2025-09-11 09:44:32,285.54,paid
6268852,206528,2025-10-09 14:50:52,98.17,paid
8497248,516478,2025-11-11 09:05:53,39.32,paid
1444898,727732,2025-08-25 16:57:03,49.59,void
6126883,216530,2025-09-09 18:08:08,81.01,paid
6968725,263552,2025-05-20 20:34:37,35.74,paid
5874440,930786,2025-12-15 11:48:53,555.93,paid
4649415,428057,2025-08-02 13:09:18,46.35,paid
9280208,597746,2025-05-04 09:51:24,74.96,paid
5036965,183180,2025-05-30 10:59:59,383.25,paid
1934146,742562,2025-03-26 00:28:32,1920.7,paid
4276148,271150,2025-06-24 22:42:53,300.51,paid
5548717,372638,2025-05-19 07:16:23,35.05,paid
2048277,173985,2025-07-06 09:43:14,47.24,paid
7652043,580725,2025-12-05 07:08:45,36.95,paid
5617036,700790,2025-07-13 16:37:00,46.78,paid
8767852,647019,2025-11-27 10:11:08,819.09,uncollectible
7813486,682986,2025-06-19 11:31:42,143.69,paid
2709764,799789,2025-10-31 14:40:01,90.57,paid
3384212,733368,2025-03-24 11:53:22,53.77,paid
5653266,416704,2025-06-19 00:09:00,86.42,paid
7997441,142260,2025-06-17 11:16:39,5849.35,paid
4047432,729870,2025-08-12 09:03:01,257.28,paid
6338569,145787,2025-02-18 13:17:19,652.68,paid
8085157,353158,2025-04-25 12:22:06,1685.04,paid
7748795,176018,2025-08-10 14:45:43,655.24,paid
3192040,304962,2025-02-17 07:15:36,5043.88,paid
3619502,435261,2025-07-06 14:24:26,962.48,paid
2742275,514217,2025-07-27 13:37:01,654.08,paid
9111483,874742,2025-11-09 18:48:40,994.13,void
7283681,888218,2025-08-14 09:00:10,46.9,paid
1126395,892300,2025-05-01 12:15:23,831.0,paid
8668883,135223,2025-08-07 08:09:59,70.57,paid
5417884,631003,2025-07-21 17:58:08,327.36,paid
