account_id,company_name,industry,country,employee_count,signup_date,plan
912387,PipelineIO Analytics,Education,India,11,2024-09-25 14:16:57,Starter
133896,FunnelSoft Technologies,Retail,Germany,248,2023-04-25 15:41:31,Business
142057,NexusOne Solutions,Healthcare,Netherlands,42,2023-03-18 07:52:05,Growth
523028,Catalyst CRM Solutions,Retail,United Kingdom,15,2025-02-07 09:34:40,Starter
289564,Catalyst CRM Networks,Retail,Australia,71,2025-02-05 08:29:55,Growth
741646,Deployly Software,Manufacturing,Canada,40,2024-01-12 07:21:12,Growth
139051,EdgeFlow Technologies Technologies,Software,Japan,47,2024-12-04 19:32:42,Starter
967030,Keystroke AI Networks,Healthcare,Australia,79,2023-06-29 09:51:15,Growth
379248,Inline Systems Networks,Healthcare,Netherlands,206,2025-02-15 11:50:07,Business
728261,Keystroke AI Software,Manufacturing,Germany,22,2023-07-18 12:52:59,Starter
586292,CloudPeak Systems Group,Financial Services,Canada,5,2025-09-08 11:47:42,Starter
331341,NexusOne Networks,Retail,Japan,15,2025-09-11 07:52:15,Starter
823375,Deployly Industries,Software,India,116,2025-08-04 17:38:00,Growth
646309,CloudPeak Systems Technologies,Manufacturing,Brazil,34,2025-01-23 13:31:51,Growth
985138,Xenon Analytics Software,Software,India,445,2024-06-12 18:54:54,Business
734926,WorksiteOS Software,Education,Australia,10,2023-05-22 14:10:24,Starter
116626,Keystroke AI Industries,Software,Japan,161,2024-01-15 12:20:00,Business
182129,Lattice HQ Solutions,Healthcare,Japan,29,2023-10-09 16:33:43,Growth
717660,Basecamp Analytics Partners,Financial Services,Netherlands,18,2023-05-11 06:31:17,Starter
291292,HorizonSaaS Solutions,Financial Services,Germany,63,2024-01-17 14:36:21,Growth
682864,Deployly Holdings,Software,Netherlands,118,2025-06-08 16:50:17,Growth
176590,Relay Systems Partners,Retail,Germany,14,2024-07-13 17:08:34,Starter
647116,Basecamp Analytics Analytics,Retail,Japan,68,2025-03-28 19:46:24,Growth
135223,LaunchPad HQ Analytics,Software,France,6,2023-11-25 10:17:58,Starter
540382,Junction Cloud Software,Manufacturing,France,21,2025-06-02 13:23:17,Growth
105052,Basecamp Analytics Solutions,Logistics,Canada,58,2025-06-11 17:52:05,Growth
701732,Amplitude Corp Solutions,Manufacturing,Australia,3,2024-01-24 09:27:03,Starter
479390,FlowState Analytics,Healthcare,United States,13,2024-04-02 09:49:16,Starter
749288,ZeroFriction Works,Software,Brazil,200,2023-07-01 19:50:39,Business
629748,NodeSync Industries,Logistics,United Kingdom,8,2023-09-01 10:43:37,Starter
950959,Omnisend Software,Education,Australia,51,2025-05-25 07:26:31,Growth
278077,Amplitude Corp Networks,Education,United States,39,2023-11-28 13:28:20,Growth
973361,Momentum Tools Digital,Education,United States,116,2024-03-01 11:56:05,Growth
874742,GridLogic Partners,Healthcare,Japan,50,2023-12-10 10:24:46,Growth
451238,MeshWorks Digital,Financial Services,United States,91,2024-03-24 13:01:43,Growth
265989,ZeroFriction Labs 1,Software,Japan,19,2024-08-01 17:50:53,Starter
747100,CloudPeak Systems Digital,Education,India,16,2024-06-19 12:55:12,Starter
471767,StackBase Analytics,Healthcare,Brazil,20,2023-06-22 19:59:19,Starter
401402,Relay Systems Analytics,Retail,Canada,60,2024-01-03 17:30:54,Growth
625558,TriggerPoint Labs 1,Education,Germany,7,2023-09-21 03:32:34,Starter
980971,HorizonSaaS Networks,Retail,Germany,38,2025-01-01 17:05:02,Growth
691555,Basecamp Analytics Networks,Logistics,United States,25,2025-01-19 13:52:46,Growth
908690,InfraPoint Holdings,Manufacturing,Brazil,41,2024-02-04 08:35:23,Growth
699272,Omnisend Industries,Retail,Netherlands,10,2023-06-18 11:19:25,Starter
529391,NexusOne Software,Manufacturing,United States,3,2023-08-09 09:03:49,Starter
874496,Amplitude Corp Software,Retail,Germany,181,2024-11-11 12:19:06,Business
863338,TriggerPoint Systems 1,Financial Services,France,46,2025-06-14 15:05:34,Growth
574470,HorizonSaaS Software,Software,Japan,105,2023-03-26 08:08:55,Growth
147475,StackBase Solutions,Manufacturing,Brazil,3,2024-05-08 08:38:42,Starter
172596,Gradient Labs Holdings,Logistics,Australia,29,2024-03-08 22:12:58,Growth
561622,Amplitude Corp Industries,Financial Services,United Kingdom,14,2024-06-09 16:53:00,Starter
110911,Gradient Labs Collective,Healthcare,Brazil,20,2024-06-20 07:32:47,Starter
907943,Catalyst CRM Software,Healthcare,India,23,2025-01-24 13:08:27,Starter
650871,Kinetic AI Networks,Manufacturing,France,114,2023-04-30 06:41:52,Growth
783281,Junction Cloud Industries,Software,United States,3,2024-05-02 21:23:15,Starter
964514,Omnisend Holdings,Software,United Kingdom,26,2025-01-20 16:38:55,Growth
649261,Beacon Software Works,Healthcare,France,115,2023-10-08 08:39:26,Growth
656281,Keystroke AI Holdings,Healthcare,France,98,2025-05-30 13:29:56,Growth
620446,Catalyst CRM Industries,Software,Germany,3,2025-05-13 09:11:20,Starter
642899,PipelineIO Solutions,Financial Services,Germany,7,2023-07-06 15:58:13,Starter
626850,Keystroke AI Collective,Retail,France,6,2024-08-13 12:08:32,Starter
206528,Gradient Labs Works,Retail,United Kingdom,15,2025-09-10 18:36:36,Starter
819199,ZeroFriction Systems 1,Healthcare,United States,4,2023-07-15 09:03:37,Starter
972041,Xenon Analytics Industries,Software,India,39,2025-06-14 11:39:37,Growth
744444,Kinetic AI Software,Manufacturing,India,57,2024-04-10 14:00:57,Business
865573,EdgeFlow Technologies Digital,Financial Services,Germany,24,2024-04-15 21:17:45,Starter
775816,NodeSync Holdings,Manufacturing,France,4,2024-05-20 15:55:15,Starter
225784,DataBridge Pro Networks,Software,Netherlands,168,2025-03-24 09:07:25,Business
961826,FunnelSoft Digital,Retail,United States,14,2024-02-19 10:12:48,Starter
877086,InfraPoint Collective,Healthcare,Japan,31,2025-07-20 07:55:37,Growth
600507,Axiom Labs Analytics,Healthcare,Netherlands,84,2025-09-08 07:36:42,Growth
200631,StackBase Networks,Education,Germany,46,2023-02-08 02:16:51,Growth
583252,FunnelSoft Partners,Financial Services,France,60,2023-01-04 09:31:57,Growth
802565,Omnisend Collective,Financial Services,Canada,560,2025-08-17 13:13:00,Business
351475,Xenon Analytics Holdings,Software,Brazil,11,2023-09-02 12:33:04,Starter
312337,Amplitude Corp Holdings,Logistics,Germany,21,2023-10-10 11:27:06,Starter
669363,PipelineIO Networks,Education,Germany,18,2023-12-10 14:39:34,Starter
487420,Unified Ops Software,Manufacturing,Australia,36,2023-01-25 17:35:47,Growth
989410,StackBase Software,Manufacturing,France,12,2025-05-22 06:42:55,Starter
631003,FunnelSoft Analytics,Financial Services,Netherlands,105,2024-05-10 19:27:57,Growth
244780,Keystroke AI Works,Retail,Brazil,208,2023-12-18 17:49:57,Business
958517,Catalyst CRM Holdings,Financial Services,Netherlands,28,2025-01-29 04:10:35,Growth
613449,Catalyst CRM Collective,Logistics,France,25,2025-04-01 10:37:48,Growth
615864,Basecamp Analytics Software,Education,Netherlands,87,2024-02-06 14:50:10,Growth
124942,MeshWorks Partners,Retail,France,55,2023-06-13 15:09:25,Growth
713585,FlowState Solutions,Retail,Netherlands,23,2024-12-12 06:52:20,Starter
901613,Basecamp Analytics Industries,Software,Germany,17,2024-11-27 13:23:58,Starter
353158,HubStack Collective,Retail,Canada,238,2025-04-25 09:28:47,Business
242324,StackBase Industries,Financial Services,Japan,20,2024-08-26 14:47:34,Starter
110861,Deployly Collective,Retail,Canada,13,2024-06-28 08:43:25,Starter
221718,TriggerPoint Group 1,Financial Services,Canada,19,2023-10-14 16:18:58,Starter
271313,Envoy Platforms Technologies,Retail,India,82,2023-05-25 09:00:57,Growth
431648,TriggerPoint Technologies 1,Retail,United Kingdom,11,2025-07-06 07:04:43,Starter
810858,HubStack Works,Healthcare,United Kingdom,86,2025-01-14 07:28:44,Growth
664752,InfraPoint Works,Education,Netherlands,17,2024-02-21 19:43:58,Starter
631393,NodeSync Collective,Financial Services,Canada,5,2023-11-16 08:06:49,Starter
278618,CloudPeak Systems Partners,Software,Germany,27,2023-08-24 10:55:11,Growth
988184,Junction Cloud Holdings,Manufacturing,India,140,2025-07-11 18:22:39,Business
806501,Beacon Software Labs 1,Education,Germany,25,2024-05-03 11:11:56,Growth
281254,StackBase Holdings,Retail,Japan,113,2023-11-19 17:18:59,Growth
174010,NodeSync Works,Healthcare,Germany,9,2023-04-26 15:41:43,Starter
245218,Gradient Labs Labs 1,Manufacturing,Canada,202,2024-03-08 15:44:50,Business
171084,Catalyst CRM Works,Manufacturing,India,78,2024-03-13 15:13:51,Growth
959623,VaultStream Networks,Retail,India,22,2023-04-29 15:17:08,Starter
562219,InfraPoint Labs 1,Software,India,302,2025-04-30 09:12:30,Business
917801,Xenon Analytics Collective,Education,India,201,2023-05-30 13:46:34,Business
765110,NexusOne Industries,Financial Services,Australia,3,2025-06-28 02:11:59,Starter
605260,HorizonSaaS Industries,Retail,Japan,16,2025-02-23 13:18:21,Starter
111936,HubStack Labs 1,Financial Services,Canada,80,2023-06-27 08:27:54,Growth
660322,Inline Systems Software,Financial Services,India,26,2024-08-25 08:54:14,Growth
663857,Kinetic AI Industries,Retail,Netherlands,278,2025-01-23 16:45:53,Business
259726,HorizonSaaS Holdings,Retail,Japan,5,2023-08-05 08:27:58,Starter
172478,GridLogic Analytics,Healthcare,Australia,54,2023-08-06 10:33:08,Growth
282693,HubStack Systems 1,Software,Canada,3,2025-02-08 07:28:59,Starter
822380,GridLogic Solutions,Retail,Brazil,70,2024-12-21 13:33:11,Growth
992844,FlowState Networks,Software,France,91,2024-06-17 10:33:17,Growth
647876,YieldMetrics Digital,Retail,India,33,2024-06-12 01:06:52,Growth
921303,VaultStream Software,Financial Services,France,29,2023-11-29 16:06:35,Growth
695703,ZeroFriction Group 1,Retail,Brazil,22,2024-09-16 13:55:24,Starter
918643,Inline Systems Industries,Software,United States,26,2025-03-16 18:44:05,Growth
244208,Unified Ops Industries,Software,Netherlands,12,2024-09-25 16:08:23,Starter
962615,CloudPeak Systems Analytics,Software,Australia,33,2024-01-17 08:20:16,Growth
975689,PipelineIO Software,Healthcare,Australia,40,2023-09-19 08:46:35,Growth
604137,StackBase Collective,Manufacturing,India,12,2023-11-20 13:28:03,Starter
831303,Unified Ops Holdings,Software,France,25,2024-05-19 13:26:45,Growth
419173,Amplitude Corp Collective,Healthcare,Brazil,564,2024-11-23 10:49:23,Business
695829,GridLogic Networks,Manufacturing,Australia,4,2023-06-20 20:27:45,Starter
551362,PipelineIO Industries,Financial Services,Japan,36,2023-09-04 09:02:41,Growth
886365,Basecamp Analytics Holdings,Financial Services,France,225,2024-03-25 08:56:04,Business
989345,Relay Systems Solutions,Software,United States,72,2024-02-21 13:24:09,Growth
651891,Lattice HQ Networks,Logistics,Canada,620,2025-02-05 16:00:46,Enterprise
339409,Amplitude Corp Works,Financial Services,Canada,11,2025-09-20 15:06:00,Starter
852560,FlowState Software,Healthcare,Japan,66,2023-09-17 15:01:33,Growth
298901,Xenon Analytics Works,Healthcare,Australia,5,2024-06-04 04:17:45,Starter
871334,NexusOne Holdings,Education,France,64,2025-01-26 14:22:10,Starter
557985,NexusOne Collective,Software,France,4,2023-11-18 18:33:27,Starter
865183,CloudPeak Systems Solutions,Education,Australia,115,2023-09-26 15:19:08,Business
514217,WorksiteOS Industries,Healthcare,United States,36,2025-07-27 10:40:54,Growth
299619,EdgeFlow Technologies Partners,Software,France,85,2023-10-20 20:04:44,Growth
556047,YieldMetrics Partners,Healthcare,Netherlands,32,2023-12-17 13:12:50,Growth
722037,Junction Cloud Collective,Financial Services,Australia,27,2023-01-04 09:38:09,Starter
377902,NodeSync Labs 1,Healthcare,France,126,2023-01-10 13:24:26,Business
793847,NexusOne Works,Financial Services,Germany,25,2025-05-08 13:01:43,Growth
741178,DataBridge Pro Software,Software,Japan,47,2024-08-07 17:49:44,Growth
397763,HubStack Group 1,Manufacturing,India,79,2024-03-28 13:41:39,Growth
436439,Relay Systems Networks,Manufacturing,Brazil,22,2025-01-10 13:16:04,Starter
428057,Axiom Labs Solutions,Retail,France,4,2025-08-02 08:07:19,Starter
393362,FlowState Industries,Software,United Kingdom,25,2023-08-01 09:27:52,Growth
588070,QueryForge Collective,Financial Services,Japan,48,2025-07-16 12:37:06,Growth
519899,Keystroke AI Labs 1,Healthcare,Canada,7,2023-02-26 14:31:28,Starter
731506,InfraPoint Systems 1,Software,Brazil,7,2025-02-03 08:07:21,Starter
766913,Catalyst CRM Labs 1,Financial Services,India,36,2025-05-20 10:37:41,Growth
301410,InfraPoint Group 1,Retail,Japan,20,2024-02-24 09:58:29,Growth
692337,WorksiteOS Holdings,Retail,United Kingdom,30,2023-01-15 16:23:07,Growth
845929,Deployly Works,Financial Services,India,4,2025-02-16 11:54:59,Starter
189189,CloudPeak Systems Networks,Financial Services,Canada,21,2025-01-10 10:21:58,Growth
723768,JetMetrics Solutions,Software,United States,32,2024-05-07 10:49:03,Growth
279735,VaultStream Industries,Healthcare,France,9,2025-05-09 12:02:27,Starter
869256,FlowState Holdings,Retail,Canada,20,2024-12-04 15:26:20,Starter
636784,Basecamp Analytics Collective,Financial Services,United States,47,2023-08-11 17:00:28,Growth
315118,PipelineIO Holdings,Financial Services,Canada,196,2023-05-24 16:58:10,Business
258458,Xenon Analytics Labs 1,Logistics,Brazil,558,2023-01-01 13:22:10,Business
757684,NodeSync Systems 1,Financial Services,Netherlands,8,2025-04-29 07:49:22,Starter
675863,NodeSync Group 1,Education,France,52,2024-10-19 12:25:14,Growth
412468,Catalyst CRM Systems 1,Manufacturing,Canada,8,2023-01-23 09:50:53,Starter
280961,NodeSync Technologies 1,Software,Brazil,32,2023-03-26 14:50:38,Growth
435261,FlowState Collective,Retail,France,52,2023-04-07 14:11:47,Growth
607403,Unified Ops Collective,Healthcare,Japan,65,2025-05-27 13:04:05,Growth
363319,LaunchPad HQ Solutions,Manufacturing,India,10,2023-04-09 13:04:24,Starter
553898,Amplitude Corp Labs 1,Software,United States,8,2023-09-20 09:14:17,Starter
629593,PipelineIO Collective,Retail,United Kingdom,301,2025-06-05 06:37:27,Business
858507,Catalyst CRM Group 1,Software,Netherlands,81,2023-06-17 20:42:21,Business
704441,HorizonSaaS Collective,Software,Australia,31,2025-08-18 18:40:43,Growth
124671,Unified Ops Works,Retail,Japan,64,2023-02-18 12:29:32,Growth
684083,DataBridge Pro Industries,Retail,United Kingdom,4,2025-06-25 13:39:50,Starter
870271,Gradient Labs Systems 1,Financial Services,France,18,2023-02-24 11:40:17,Starter
520785,EdgeFlow Technologies Analytics,Manufacturing,Germany,14,2023-05-11 15:17:54,Starter
581789,Unified Ops Labs 1,Education,Netherlands,11,2024-12-17 18:08:20,Starter
700790,FlowState Works,Software,United Kingdom,46,2023-01-29 19:16:44,Starter
890103,Xenon Analytics Systems 1,Education,Canada,8,2023-07-12 11:16:24,Starter
414766,FunnelSoft Solutions,Financial Services,Canada,14,2024-03-31 06:35:59,Starter
823165,VaultStream Holdings,Software,France,17,2025-03-08 09:33:55,Starter
284686,HubStack Technologies 1,Financial Services,India,14,2023-07-30 10:00:16,Starter
739777,Gradient Labs Group 1,Software,Netherlands,339,2023-01-30 09:41:54,Business
772806,PipelineIO Works,Logistics,Netherlands,8,2023-05-17 19:05:07,Starter
377997,JetMetrics Networks,Manufacturing,Japan,31,2024-12-19 15:01:00,Growth
115359,JetMetrics Software,Financial Services,Netherlands,23,2023-06-21 10:57:18,Starter
252079,Gradient Labs Technologies 1,Software,Canada,6,2024-11-11 10:13:02,Starter
269785,GridLogic Software,Logistics,Australia,84,2024-07-20 14:15:14,Growth
313943,Xenon Analytics Group 1,Software,France,84,2025-04-21 15:15:16,Growth
691462,Momentum Tools Partners,Software,Japan,16,2024-03-22 18:02:46,Starter
298048,Relay Systems Software,Financial Services,Brazil,17,2024-04-04 07:19:17,Starter
368540,WorksiteOS Collective,Financial Services,Canada,9,2023-08-19 16:23:30,Starter
696918,ZeroFriction Technologies 1,Financial Services,Netherlands,46,2023-02-07 13:41:45,Growth
667992,Relay Systems Industries,Software,Japan,285,2025-09-02 12:17:11,Business
228567,GridLogic Industries,Education,United States,35,2024-07-26 09:14:06,Growth
144659,Inline Systems Holdings,Education,United States,116,2024-09-24 00:46:56,Growth
670699,Axiom Labs Networks,Logistics,Canada,71,2024-05-08 07:11:18,Growth
498799,GridLogic Holdings,Software,Brazil,52,2024-10-11 22:11:43,Growth
685200,Gradient Labs Digital 1,Healthcare,Germany,94,2025-03-16 14:36:11,Growth
540115,JetMetrics Industries,Software,Netherlands,37,2023-05-23 15:15:31,Growth
301735,NodeSync Digital 1,Manufacturing,Canada,3,2024-08-15 00:33:55,Starter
899547,CloudPeak Systems Software,Manufacturing,Netherlands,79,2024-07-01 22:41:47,Growth
170417,StackBase Works,Financial Services,Netherlands,52,2025-04-08 20:59:01,Growth
550912,HubStack Digital 1,Education,Germany,7,2023-09-08 15:53:53,Starter
774503,FunnelSoft Networks,Retail,Germany,5,2025-05-29 00:55:29,Starter
110840,Envoy Platforms Digital,Manufacturing,United Kingdom,205,2024-01-25 11:07:52,Business
105131,PipelineIO Labs 1,Financial Services,France,10,2023-04-20 11:04:44,Starter
228280,Keystroke AI Systems 1,Education,Canada,115,2025-02-26 15:13:27,Growth
870519,Inline Systems Collective,Logistics,India,7,2024-06-11 06:28:35,Starter
888943,CloudPeak Systems Industries,Healthcare,United States,12,2025-05-07 07:19:40,Starter
498584,Basecamp Analytics Works,Software,Germany,11,2024-12-22 10:16:48,Starter
665974,GridLogic Collective,Software,India,7,2024-02-03 07:27:50,Starter
491474,ZeroFriction Digital 1,Healthcare,Australia,65,2025-05-02 09:29:56,Business
866791,LaunchPad HQ Networks,Logistics,Australia,3,2024-02-03 10:57:32,Starter
540635,PipelineIO Systems 1,Software,Australia,36,2023-02-04 18:20:51,Growth
830784,Unified Ops Systems 1,Healthcare,Netherlands,41,2024-09-28 15:50:43,Growth
417940,Relay Systems Holdings,Software,Brazil,8,2025-05-14 14:51:50,Starter
780194,YieldMetrics Analytics,Retail,United States,565,2025-01-14 12:19:45,Business
294902,JetMetrics Holdings,Education,United States,54,2025-02-23 07:53:44,Growth
999282,Gradient Labs Partners 1,Healthcare,France,19,2025-07-04 14:18:45,Starter
378343,Relay Systems Collective,Software,France,38,2024-07-23 16:07:30,Growth
883487,CloudPeak Systems Holdings,Software,Brazil,23,2024-07-20 11:13:17,Starter
558918,MeshWorks Analytics,Logistics,India,106,2024-02-05 09:53:10,Growth
591895,GridLogic Works,Healthcare,United Kingdom,10,2024-08-03 16:17:34,Starter
282217,Basecamp Analytics Labs 1,Manufacturing,Canada,221,2024-02-16 15:35:26,Business
318147,Envoy Platforms Partners,Financial Services,Netherlands,3,2025-01-17 09:36:57,Starter
839782,DataBridge Pro Holdings,Software,Netherlands,462,2025-03-06 17:56:00,Business
941144,FlowState Labs 1,Software,Japan,26,2024-05-04 17:02:30,Growth
113224,Xenon Analytics Technologies 1,Healthcare,Japan,97,2023-10-28 18:39:13,Business
102220,Unified Ops Group 1,Logistics,India,39,2025-05-06 09:24:35,Growth
211058,Envoy Platforms Analytics,Retail,Brazil,31,2023-05-27 13:53:18,Growth
210309,Keystroke AI Group 1,Manufacturing,France,3,2023-12-15 08:11:37,Starter
876549,Gradient Labs Analytics 1,Logistics,Netherlands,50,2023-03-21 23:55:11,Growth
260951,LaunchPad HQ Software,Software,Canada,287,2023-09-27 09:43:47,Business
810968,QueryForge Works,Financial Services,Brazil,13,2023-06-15 11:41:25,Growth
794431,Lattice HQ Software,Financial Services,Germany,46,2024-08-05 10:14:44,Growth
818654,StackBase Labs 1,Software,United Kingdom,4,2024-09-12 15:33:45,Growth
480190,Beacon Software Systems 1,Manufacturing,France,3,2024-01-29 06:58:46,Starter
269054,JetMetrics Collective,Manufacturing,Germany,7,2023-01-04 12:03:10,Starter
243998,NexusOne Labs 1,Retail,Germany,3,2024-08-23 14:40:22,Starter
505397,DataBridge Pro Collective,Software,Canada,11,2024-07-25 08:26:33,Starter
925203,YieldMetrics Solutions,Logistics,United Kingdom,3,2024-10-08 10:05:11,Starter
218565,FunnelSoft Software,Logistics,United States,4,2023-11-12 16:16:07,Starter
819946,Omnisend Works,Financial Services,Canada,10,2025-01-18 10:00:56,Starter
357563,Relay Systems Works,Healthcare,Japan,8,2024-02-25 09:41:21,Growth
260885,Beacon Software Group 1,Education,Japan,18,2023-06-12 07:43:12,Starter
253647,Envoy Platforms Solutions,Manufacturing,France,8,2024-08-17 15:40:18,Starter
512181,NodeSync Partners 1,Healthcare,Japan,45,2024-11-03 18:25:56,Growth
149920,Inline Systems Works,Software,Germany,15,2024-04-20 10:16:38,Starter
479493,WorksiteOS Works,Healthcare,Japan,17,2023-01-21 10:30:18,Starter
680171,Momentum Tools Analytics,Education,Japan,23,2024-02-25 12:31:47,Starter
143122,DataBridge Pro Works,Retail,France,24,2025-09-09 17:23:15,Starter
211818,Catalyst CRM Technologies 1,Financial Services,India,87,2024-04-10 08:14:53,Growth
347163,Relay Systems Labs 1,Software,United Kingdom,81,2024-09-06 09:19:30,Growth
679023,HubStack Partners 1,Logistics,France,3,2024-06-25 16:50:00,Starter
732615,Amplitude Corp Systems 1,Retail,Germany,17,2024-04-23 15:57:17,Starter
383348,Kinetic AI Holdings,Logistics,France,41,2025-08-11 08:02:18,Growth
713866,NexusOne Systems 1,Manufacturing,Japan,43,2024-05-07 19:19:10,Growth
412093,Gradient Labs Solutions 1,Software,Japan,23,2023-09-29 17:45:40,Starter
492564,Axiom Labs Software,Healthcare,France,71,2024-05-19 16:11:53,Growth
205204,Keystroke AI Technologies 1,Financial Services,United Kingdom,13,2024-11-14 08:57:31,Starter
501273,Deployly Labs 1,Software,United Kingdom,13,2024-06-04 17:52:03,Starter
893855,LaunchPad HQ Industries,Software,France,3,2024-07-27 14:08:32,Starter
772957,Xenon Analytics Digital 1,Retail,Canada,64,2024-03-21 08:05:47,Growth
424994,Axiom Labs Industries,Financial Services,Canada,499,2025-08-27 11:55:37,Business
695658,WorksiteOS Labs 1,Software,Netherlands,104,2023-06-08 11:30:54,Growth
596031,LaunchPad HQ Holdings,Healthcare,Australia,12,2024-03-01 23:05:21,Growth
669720,Relay Systems Systems 1,Education,Canada,315,2023-05-14 07:01:01,Business
784693,Xenon Analytics Partners 1,Healthcare,Netherlands,116,2023-01-28 07:43:35,Growth
782825,Axiom Labs Holdings,Manufacturing,Germany,159,2023-01-17 10:09:38,Business
519323,HubStack Analytics 1,Financial Services,Canada,7,2025-05-31 16:27:35,Starter
646333,GridLogic Labs 1,Education,United Kingdom,17,2023-01-25 14:37:21,Starter
469600,Amplitude Corp Group 1,Education,Australia,28,2024-02-09 16:08:36,Growth
262660,Keystroke AI Digital 1,Financial Services,Germany,34,2023-03-06 18:54:29,Growth
725268,GridLogic Systems 1,Software,Japan,53,2023-02-01 16:13:08,Growth
561350,Junction Cloud Works,Software,India,34,2024-12-10 10:21:30,Growth
381306,CloudPeak Systems Collective,Education,Canada,50,2025-07-01 08:34:40,Growth
131876,Gradient Labs Networks 1,Software,Netherlands,9,2023-04-08 09:36:12,Starter
790364,JetMetrics Works,Financial Services,Japan,29,2025-07-18 13:55:03,Growth
735377,GridLogic Group 1,Manufacturing,Canada,7,2023-11-19 15:54:38,Starter
120608,Envoy Platforms Networks,Financial Services,Canada,8,2024-08-08 09:18:41,Starter
102347,JetMetrics Labs 1,Software,Brazil,26,2025-03-02 15:27:01,Growth
769943,Deployly Systems 1,Software,Canada,34,2023-01-01 07:26:18,Starter
380284,Beacon Software Technologies 1,Retail,Japan,139,2024-04-10 11:35:05,Business
617749,Junction Cloud Labs 1,Software,Germany,16,2025-04-03 13:50:40,Starter
876324,PipelineIO Group 1,Financial Services,France,151,2024-05-09 14:55:35,Business
116787,MeshWorks Solutions,Healthcare,United Kingdom,16,2025-08-16 15:36:51,Growth
995934,Amplitude Corp Technologies 1,Software,Canada,44,2025-05-18 13:02:36,Growth
865765,NexusOne Group 1,Software,Japan,20,2023-12-29 13:12:28,Starter
150144,Relay Systems Group 1,Education,United Kingdom,12,2024-05-14 16:52:50,Starter
208743,Unified Ops Technologies 1,Retail,Australia,131,2024-05-18 07:51:45,Growth
558269,Unified Ops Digital 1,Software,Germany,1505,2024-02-03 09:55:39,Enterprise
133440,Beacon Software Digital 1,Software,Australia,7,2023-10-30 07:52:17,Starter
331311,Deployly Group 1,Retail,United Kingdom,99,2024-05-15 11:56:23,Growth
176018,CloudPeak Systems Works,Financial Services,Brazil,29,2024-10-03 16:55:34,Growth
155872,QueryForge Labs 1,Financial Services,India,62,2025-06-17 15:56:51,Growth
873654,GridLogic Technologies 1,Financial Services,United Kingdom,158,2025-08-01 15:47:20,Business
654271,StackBase Systems 1,Retail,France,55,2023-04-12 20:23:13,Growth
234922,StackBase Group 1,Software,Brazil,150,2025-09-25 09:05:29,Business
656283,InfraPoint Technologies 1,Financial Services,Japan,83,2024-01-27 17:16:01,Growth
247003,VaultStream Collective,Financial Services,Brazil,28,2023-03-17 10:14:50,Growth
301353,FlowState Systems 1,Manufacturing,Japan,6,2024-05-23 09:48:28,Starter
216101,TriggerPoint Digital 1,Software,Brazil,15,2023-08-08 00:27:09,Starter
809176,YieldMetrics Networks,Healthcare,Japan,35,2025-03-18 10:44:31,Growth
465105,Gradient Labs Software 1,Retail,France,16,2024-08-01 11:50:42,Starter
190126,Xenon Analytics Analytics 1,Manufacturing,Australia,13,2024-12-12 12:24:17,Starter
985162,CloudPeak Systems Labs 1,Manufacturing,France,14,2024-06-09 12:40:59,Starter
280034,Keystroke AI Partners 1,Software,Netherlands,31,2025-02-15 09:55:48,Starter
433844,Unified Ops Partners 1,Healthcare,Brazil,3,2024-07-14 08:54:20,Starter
729870,CloudPeak Systems Systems 1,Logistics,Brazil,46,2025-05-27 15:39:49,Growth
679825,Deployly Technologies 1,Retail,Germany,154,2023-10-18 08:36:11,Business
862941,StackBase Technologies 1,Software,France,36,2025-01-17 14:33:44,Growth
943223,Kinetic AI Collective,Software,Australia,102,2024-08-28 14:31:51,Growth
564779,Inline Systems Labs 1,Software,Netherlands,3,2025-04-09 21:02:20,Starter
834134,Xenon Analytics Solutions 1,Education,India,20,2023-12-08 10:51:18,Starter
358134,YieldMetrics Software,Software,Germany,392,2023-07-21 19:50:15,Business
621013,Gradient Labs Industries 1,Manufacturing,India,3,2025-09-25 11:24:38,Starter
672009,NexusOne Technologies 1,Healthcare,Brazil,63,2023-01-27 05:51:27,Growth
148986,DataBridge Pro Labs 1,Healthcare,France,15,2024-11-23 14:40:06,Starter
870377,NexusOne Digital 1,Software,United States,3,2023-05-23 16:49:18,Starter
211956,Amplitude Corp Digital 1,Software,Netherlands,61,2023-05-24 04:02:22,Growth
150235,VaultStream Works,Education,United Kingdom,10,2024-03-13 13:17:57,Starter
734042,Lattice HQ Industries,Software,Canada,5,2024-02-03 17:24:27,Starter
189580,Lattice HQ Holdings,Healthcare,France,9,2024-08-18 09:11:21,Starter
287710,Xenon Analytics Networks 1,Healthcare,United States,150,2024-05-11 13:18:05,Business
621112,Deployly Digital 1,Financial Services,Brazil,141,2025-01-23 15:37:04,Business
317879,LaunchPad HQ Collective,Financial Services,Brazil,14,2023-01-07 16:14:18,Starter
838808,DataBridge Pro Systems 1,Education,United States,40,2023-06-08 08:37:29,Growth
326211,HubStack Solutions 1,Financial Services,Netherlands,77,2025-06-29 10:46:01,Growth
216530,DataBridge Pro Group 1,Manufacturing,Netherlands,7,2024-04-22 07:17:41,Starter
603842,JetMetrics Systems 1,Software,Australia,6,2024-02-06 06:38:05,Starter
782122,Catalyst CRM Digital 1,Logistics,France,3,2023-10-08 15:06:16,Starter
