subscription_id,account_id,seats,status,mrr,started_on,ended_on
500466,331341,4,active,48.0,2025-09-11 07:52:15,
500467,951176,7,active,84.0,2024-02-28 09:44:06,
500468,544215,25,active,600.0,2025-03-29 14:34:34,
500469,828822,78,active,3432.0,2023-06-12 17:52:25,
500470,292475,52,active,2288.0,2024-01-19 16:26:50,
500471,299619,16,active,384.0,2023-10-20 20:04:44,
500472,567817,4,churned,48.0,2024-08-29 11:35:07,2025-11-05 11:35:07
500473,225448,80,churned,3520.0,2023-04-24 09:28:24,2025-05-10 09:28:24
500474,642899,6,active,72.0,2023-07-06 15:58:13,
500475,332026,3,active,36.0,2024-10-16 18:10:53,
500476,407884,23,active,1012.0,2024-06-09 08:06:00,
500477,790364,8,trialing,192.0,2025-07-18 13:55:03,
500478,298048,5,active,60.0,2024-04-04 07:19:17,
500479,669363,4,active,48.0,2023-12-10 14:39:34,
500480,586292,3,past_due,36.0,2025-09-08 11:47:42,
500481,815721,3,active,36.0,2024-06-12 14:46:16,
500482,174010,8,churned,96.0,2023-04-26 15:41:43,2023-12-22 15:41:43
500483,359748,25,active,600.0,2024-09-25 16:08:53,
500484,754948,66,active,2904.0,2024-07-01 08:34:20,
500485,782122,3,active,36.0,2023-10-08 15:06:16,
500486,662747,228,active,18012.0,2025-01-23 07:20:26,
500487,372638,3,active,36.0,2024-09-26 08:47:50,
500488,875381,34,active,816.0,2023-06-10 11:34:59,
500489,139085,3,active,36.0,2023-11-05 15:45:29,
500490,985138,45,churned,1980.0,2024-06-12 18:54:54,2025-03-23 18:54:54
500491,366471,21,active,504.0,2025-03-30 17:35:03,
500492,203951,23,active,552.0,2023-08-04 03:24:54,
500493,902347,74,active,3256.0,2024-07-23 14:21:30,
500494,645195,3,churned,36.0,2024-08-08 14:27:56,2024-12-31 14:27:56
500495,862228,2,active,24.0,2025-01-09 16:14:22,
500496,284939,6,trialing,72.0,2024-03-27 13:16:48,
500497,105052,41,active,984.0,2025-06-11 17:52:05,
500498,948864,22,active,528.0,2025-03-19 11:22:59,
500499,365660,13,churned,312.0,2023-01-29 13:51:07,2024-05-08 13:51:07
500500,269555,10,active,240.0,2024-02-15 07:40:36,
500501,333795,25,active,600.0,2024-12-04 08:34:41,
500502,747100,5,active,60.0,2024-06-19 12:55:12,
500503,252591,17,active,408.0,2025-04-09 06:00:05,
500504,603307,3,active,36.0,2024-02-21 13:55:05,
500505,120608,4,active,48.0,2024-08-08 09:18:41,
500506,110220,5,active,60.0,2023-04-22 11:51:55,
500507,609487,44,trialing,1936.0,2023-04-29 07:06:17,
500508,725693,12,active,288.0,2024-01-01 15:19:56,
500509,759736,21,active,504.0,2024-07-22 22:58:49,
500510,938120,9,active,216.0,2025-02-11 13:17:57,
500511,970221,4,active,48.0,2023-09-07 11:10:03,
500512,470492,37,active,888.0,2023-02-09 14:36:53,
500513,498584,6,active,72.0,2024-12-22 10:16:48,
500514,381306,21,churned,504.0,2025-07-01 08:34:40,2025-09-18 08:34:40
500515,174373,18,churned,432.0,2023-01-01 07:39:54,2023-03-05 07:39:54
500516,249013,103,active,4532.0,2023-12-31 09:03:38,
500517,318162,10,active,240.0,2023-01-31 14:24:51,
500518,637831,16,active,384.0,2025-01-22 10:31:41,
500519,207113,10,trialing,120.0,2025-03-04 10:18:23,
500520,695044,83,active,3652.0,2025-08-18 04:34:52,
500521,173985,4,active,48.0,2023-11-05 15:16:50,
500522,124161,11,active,132.0,2024-08-28 13:51:18,
500523,133896,63,active,2772.0,2023-04-25 15:41:31,
500524,656281,10,active,240.0,2025-05-30 13:29:56,
500525,881378,1,active,12.0,2024-06-27 09:21:44,
500526,519323,3,active,36.0,2025-05-31 16:27:35,
500527,349634,92,active,4048.0,2023-02-24 18:56:30,
500528,708315,3,past_due,36.0,2023-10-16 17:34:01,
500529,376354,7,active,84.0,2024-05-30 15:58:27,
500530,832087,15,active,360.0,2025-05-17 17:51:55,
500531,540749,2,active,24.0,2023-12-21 11:38:16,
500532,848871,6,churned,72.0,2023-02-20 08:58:25,2024-01-21 08:58:25
500533,775816,4,active,48.0,2024-05-20 15:55:15,
500534,277459,6,active,144.0,2025-05-06 13:10:44,
500535,805099,3,active,36.0,2024-11-23 19:04:52,
500536,451700,8,active,96.0,2024-12-03 07:38:04,
500537,477382,26,active,624.0,2023-02-02 15:02:08,
500538,232159,67,active,2948.0,2025-06-04 14:15:01,
500539,809176,27,active,648.0,2025-03-18 10:44:31,
500540,209680,3,active,36.0,2024-09-17 06:21:55,
500541,734042,5,active,60.0,2024-02-03 17:24:27,
500542,651612,5,active,60.0,2025-04-08 14:22:00,
500543,394508,3,active,36.0,2023-08-28 09:25:01,
500544,858842,18,churned,432.0,2024-06-24 13:58:46,2025-02-20 13:58:46
500545,962759,6,churned,72.0,2024-10-19 19:23:02,2025-02-20 19:23:02
500546,468400,110,past_due,4840.0,2023-12-06 07:30:21,
500547,471767,7,active,84.0,2023-06-22 19:59:19,
500548,440806,2,active,24.0,2023-09-16 16:29:36,
500549,958517,28,active,672.0,2025-01-29 04:10:35,
500550,417896,25,active,600.0,2023-06-16 22:15:21,
500551,607403,24,active,576.0,2025-05-27 13:04:05,
500552,286547,3,active,36.0,2024-04-15 10:10:30,
500553,750386,4,active,48.0,2025-02-19 17:46:53,
500554,640065,4,active,48.0,2023-08-31 11:52:58,
500555,875061,9,active,108.0,2024-10-20 11:17:40,
500556,991768,6,active,72.0,2025-07-15 08:50:13,
500557,112651,3,active,36.0,2023-03-06 15:14:24,
500558,985162,11,churned,132.0,2024-06-09 12:40:59,2025-02-28 12:40:59
500559,902662,3,active,36.0,2025-09-07 19:20:22,
500560,165039,87,active,3828.0,2025-06-04 20:42:30,
500561,807582,14,trialing,336.0,2024-11-15 09:32:54,
500562,465105,4,active,48.0,2024-08-01 11:50:42,
500563,597592,17,active,408.0,2023-08-22 18:43:33,
500564,418604,3,active,36.0,2023-06-24 13:26:04,
500565,186866,17,active,408.0,2023-10-08 08:03:59,
500566,651891,154,active,12166.0,2025-02-05 16:00:46,
500567,929449,39,active,936.0,2023-02-18 21:40:58,
500568,870519,2,active,24.0,2024-06-11 06:28:35,
500569,201572,38,active,912.0,2025-09-22 13:26:24,
500570,540115,37,active,888.0,2023-05-23 15:15:31,
500571,122331,3,active,36.0,2025-08-12 14:58:32,
500572,626850,6,trialing,72.0,2024-08-13 12:08:32,
500573,799901,29,active,696.0,2025-06-30 08:56:37,
500574,113224,63,active,2772.0,2023-10-28 18:39:13,
500575,253647,5,active,60.0,2024-08-17 15:40:18,
500576,487099,3,past_due,36.0,2024-06-12 11:40:52,
500577,492564,16,active,384.0,2024-05-19 16:11:53,
500578,428057,4,active,48.0,2025-08-02 08:07:19,
500579,999282,3,active,36.0,2025-07-04 14:18:45,
500580,363409,28,active,672.0,2025-01-08 10:51:45,
500581,600525,51,active,1224.0,2025-08-22 10:32:17,
500582,753247,30,active,720.0,2023-11-17 15:15:33,
500583,909042,4,active,48.0,2024-10-04 09:28:33,
500584,662368,5,active,60.0,2023-11-10 09:37:21,
500585,461906,4,active,48.0,2024-07-28 09:36:34,
500586,141893,5,active,60.0,2023-04-08 14:11:40,
500587,443866,3,active,36.0,2024-06-09 13:55:10,
500588,217404,4,active,48.0,2024-10-03 08:05:10,
500589,519899,3,active,36.0,2023-02-26 14:31:28,
500590,627691,94,churned,4136.0,2023-11-28 16:58:05,2024-03-22 16:58:05
500591,558639,5,active,60.0,2024-01-23 12:18:03,
500592,212090,35,active,840.0,2023-12-27 11:50:00,
500593,713907,4,churned,48.0,2024-02-16 10:43:11,2025-09-15 10:43:11
500594,941144,11,active,264.0,2024-05-04 17:02:30,
500595,203860,25,active,600.0,2025-04-15 12:08:45,
500596,208743,23,active,552.0,2024-05-18 07:51:45,
500597,246475,7,active,84.0,2024-08-12 08:22:46,
500598,511107,5,active,60.0,2025-03-21 03:09:59,
500599,820426,5,active,60.0,2025-05-07 06:11:56,
500600,406745,4,trialing,48.0,2023-04-04 08:47:37,
500601,870241,3,trialing,36.0,2025-02-10 14:39:00,
500602,344893,64,active,2816.0,2025-03-16 08:59:27,
500603,769395,6,active,72.0,2025-07-19 09:20:31,
500604,634412,98,active,4312.0,2024-06-13 07:31:36,
500605,318214,6,churned,72.0,2024-09-08 10:20:13,2025-06-07 10:20:13
500606,379610,2,active,24.0,2023-12-15 08:52:21,
500607,873654,86,active,3784.0,2025-08-01 15:47:20,
500608,262644,50,churned,1200.0,2023-11-06 10:05:44,2024-06-24 10:05:44
500609,466834,28,active,672.0,2024-08-15 08:15:54,
500610,119727,13,active,312.0,2023-02-27 16:47:39,
500611,329586,25,active,600.0,2024-11-05 13:36:07,
500612,549442,87,trialing,3828.0,2024-01-23 08:04:36,
500613,262565,23,active,552.0,2023-03-08 11:28:24,
500614,265516,13,active,156.0,2025-02-18 18:27:41,
500615,419173,89,active,3916.0,2024-11-23 10:49:23,
500616,335302,2,active,24.0,2024-10-14 11:11:54,
500617,815996,36,active,864.0,2025-04-04 16:27:44,
500618,495640,8,active,96.0,2024-03-01 16:18:36,
500619,304113,20,active,480.0,2024-05-15 07:44:13,
500620,392724,15,active,360.0,2023-05-20 08:55:20,
500621,950873,26,active,624.0,2023-09-04 10:33:22,
500622,757684,6,active,72.0,2025-04-29 07:49:22,
500623,697314,17,active,408.0,2023-06-05 10:12:29,
500624,132627,5,past_due,60.0,2024-11-26 12:02:50,
500625,470193,6,active,72.0,2023-08-30 07:44:30,
500626,339830,67,churned,2948.0,2025-01-28 13:48:49,2025-12-04 13:48:49
500627,280606,3,active,36.0,2024-10-22 10:56:46,
500628,664752,7,active,84.0,2024-02-21 19:43:58,
500629,676614,17,active,408.0,2025-07-16 12:38:09,
500630,209127,45,active,1980.0,2025-06-05 16:53:36,
500631,676603,11,trialing,264.0,2025-05-30 15:03:38,
500632,391164,2,past_due,24.0,2023-10-24 08:24:08,
500633,810060,4,active,48.0,2024-02-21 13:25:58,
500634,989157,8,active,96.0,2024-04-16 10:33:37,
500635,653379,13,active,312.0,2023-12-06 12:15:59,
500636,814957,21,active,504.0,2025-06-01 17:09:42,
500637,676397,46,active,1104.0,2025-04-11 10:53:44,
500638,182129,18,active,432.0,2023-10-09 16:33:43,
500639,200631,10,active,240.0,2023-02-08 02:16:51,
500640,481021,2,active,24.0,2024-07-16 16:40:33,
500641,370589,25,active,600.0,2025-02-04 14:36:30,
500642,765110,3,active,36.0,2025-06-28 02:11:59,
500643,778013,9,active,108.0,2023-11-23 13:11:54,
500644,586841,9,active,216.0,2024-03-15 11:44:12,
500645,505710,18,active,432.0,2025-02-19 16:42:24,
500646,950959,51,active,1224.0,2025-05-25 07:26:31,
500647,365756,4,active,48.0,2025-05-31 10:55:57,
500648,660322,20,active,480.0,2024-08-25 08:54:14,
500649,154252,2,active,24.0,2024-03-29 10:27:00,
500650,692337,28,active,672.0,2023-01-15 16:23:07,
500651,841724,70,active,3080.0,2024-09-04 17:01:38,
500652,175483,88,active,3872.0,2024-02-10 20:08:46,
500653,751207,4,active,48.0,2025-04-06 10:21:08,
500654,406504,67,active,2948.0,2025-07-24 19:39:19,
500655,989410,1,active,12.0,2025-05-22 06:42:55,
500656,527428,131,active,5764.0,2025-08-21 15:08:18,
500657,335130,7,churned,168.0,2023-05-10 08:47:25,2023-07-27 08:47:25
500658,668250,98,active,4312.0,2024-04-07 08:44:53,
500659,295167,4,active,48.0,2023-08-15 13:32:29,
500660,457669,318,active,25122.0,2023-03-03 09:09:31,
500661,566579,52,active,2288.0,2025-05-06 14:52:10,
500662,810858,11,active,264.0,2025-01-14 07:28:44,
500663,139051,3,active,36.0,2024-12-04 19:32:42,
500664,975237,19,churned,456.0,2023-01-09 11:08:18,2024-03-30 11:08:18
500665,279735,9,active,108.0,2025-05-09 12:02:27,
500666,874742,41,active,984.0,2023-12-10 10:24:46,
500667,111936,33,churned,792.0,2023-06-27 08:27:54,2024-10-15 08:27:54
500668,169258,23,active,552.0,2023-02-13 16:28:38,
500669,295334,22,active,528.0,2024-06-21 08:01:37,
500670,831303,9,active,216.0,2024-05-19 13:26:45,
500671,805943,4,active,48.0,2023-05-04 13:20:18,
500672,833504,76,active,3344.0,2025-03-16 21:06:23,
500673,263501,4,active,48.0,2025-04-23 18:42:17,
500674,393542,3,active,36.0,2023-10-07 08:38:47,
500675,196331,45,active,1080.0,2024-03-05 12:15:54,
500676,682986,11,active,132.0,2025-04-30 09:12:15,
500677,228499,3,churned,36.0,2023-02-26 11:02:26,2024-10-13 11:02:26
500678,512181,21,active,504.0,2024-11-03 18:25:56,
500679,975689,16,active,384.0,2023-09-19 08:46:35,
500680,644920,25,active,600.0,2024-10-22 13:33:41,
500681,620725,4,active,48.0,2024-07-14 11:53:09,
500682,839782,41,churned,1804.0,2025-03-06 17:56:00,2025-05-19 17:56:00
500683,198781,7,active,84.0,2024-09-10 14:23:19,
500684,686652,6,past_due,72.0,2024-04-17 15:24:29,
500685,242324,3,active,36.0,2024-08-26 14:47:34,
500686,676881,3,churned,36.0,2024-10-03 13:55:57,2025-06-19 13:55:57
500687,358468,16,active,384.0,2023-01-13 09:26:52,
500688,636784,19,active,456.0,2023-08-11 17:00:28,
500689,156588,13,active,312.0,2024-09-12 11:41:47,
500690,726509,7,active,84.0,2024-10-17 12:04:00,
500691,757349,164,past_due,12956.0,2023-10-16 08:12:55,
500692,103319,7,trialing,84.0,2024-10-20 15:15:07,
500693,973361,13,trialing,312.0,2024-03-01 11:56:05,
500694,170417,37,active,888.0,2025-04-08 20:59:01,
500695,194570,3,active,36.0,2023-07-23 14:21:51,
500696,723768,17,active,408.0,2024-05-07 10:49:03,
500697,870377,3,churned,36.0,2023-05-23 16:49:18,2025-04-15 16:49:18
500698,189189,17,active,408.0,2025-01-10 10:21:58,
500699,976274,36,active,864.0,2023-12-02 17:41:44,
500700,671372,6,active,72.0,2024-12-15 11:00:31,
500701,424994,73,past_due,3212.0,2025-08-27 11:55:37,
500702,736270,116,past_due,5104.0,2023-06-16 11:59:21,
500703,901602,40,past_due,960.0,2023-11-11 13:19:04,
500704,684083,4,past_due,48.0,2025-06-25 13:39:50,
500705,629748,7,active,84.0,2023-09-01 10:43:37,
500706,479649,4,active,48.0,2024-10-28 15:51:42,
500707,789095,6,churned,72.0,2023-02-15 20:50:10,2024-02-12 20:50:10
500708,105266,6,active,72.0,2024-04-28 17:20:43,
500709,221118,3,active,36.0,2024-07-22 17:11:47,
500710,673856,5,active,60.0,2024-06-19 13:21:32,
500711,412644,5,active,60.0,2024-05-06 08:28:41,
500712,869256,6,active,72.0,2024-12-04 15:26:20,
500713,326211,30,active,720.0,2025-06-29 10:46:01,
500714,662390,11,active,132.0,2024-03-04 12:14:38,
500715,362499,24,active,576.0,2024-09-01 11:00:17,
500716,691620,3,active,36.0,2023-12-20 15:16:35,
500717,732615,4,active,48.0,2024-04-23 15:57:17,
500718,158251,27,active,648.0,2024-05-29 07:03:02,
500719,551362,36,active,864.0,2023-09-04 09:02:41,
500720,304962,126,active,5544.0,2024-01-06 10:15:32,
500721,505397,9,trialing,108.0,2024-07-25 08:26:33,
500722,140197,38,active,1672.0,2024-10-06 17:25:44,
500723,631096,3,active,36.0,2023-11-20 07:50:34,
500724,539755,2,active,24.0,2025-04-12 06:16:09,
500725,613197,39,active,936.0,2023-04-01 07:44:20,
500726,741178,19,active,456.0,2024-08-07 17:49:44,
500727,604137,5,active,60.0,2023-11-20 13:28:03,
500728,315175,5,active,60.0,2024-05-01 16:47:49,
500729,553479,71,trialing,3124.0,2025-01-28 04:52:51,
500730,372180,4,churned,48.0,2023-02-11 16:27:46,2025-06-01 16:27:46
500731,572896,4,active,48.0,2023-10-16 23:09:15,
500732,996819,39,active,1716.0,2023-12-07 20:35:38,
500733,393197,32,active,768.0,2023-06-27 18:42:21,
500734,688496,14,active,336.0,2023-11-29 20:53:11,
500735,893066,7,active,84.0,2024-05-03 15:03:02,
500736,526700,5,active,60.0,2023-11-12 07:27:48,
500737,163603,3,active,36.0,2024-09-08 13:00:33,
500738,806501,17,active,408.0,2024-05-03 11:11:56,
500739,742562,43,active,1892.0,2025-03-25 15:43:50,
500740,185683,109,active,4796.0,2025-01-03 08:16:28,
500741,883487,7,active,84.0,2024-07-20 11:13:17,
500742,301353,6,churned,72.0,2024-05-23 09:48:28,2024-08-02 09:48:28
500743,550131,35,active,840.0,2024-06-13 00:12:52,
500744,592265,5,active,60.0,2025-09-24 14:22:26,
500745,253221,10,active,120.0,2025-05-31 10:04:48,
500746,164080,5,active,60.0,2023-11-05 08:00:40,
500747,142057,17,active,408.0,2023-03-18 07:52:05,
500748,742518,33,active,792.0,2024-01-27 15:49:25,
500749,207018,3,active,36.0,2024-07-30 17:55:42,
500750,359178,19,active,456.0,2025-01-09 15:40:43,
500751,704441,31,active,744.0,2025-08-18 18:40:43,
500752,136409,7,active,84.0,2025-06-10 11:25:09,
500753,262678,7,active,84.0,2023-11-03 17:28:25,
500754,819946,10,active,120.0,2025-01-18 10:00:56,
500755,374056,19,past_due,456.0,2025-09-07 12:59:26,
500756,106212,68,active,2992.0,2024-09-08 13:48:54,
500757,818984,41,churned,1804.0,2023-10-10 14:54:28,2024-12-02 14:54:28
500758,543184,4,active,48.0,2023-12-10 10:17:07,
500759,317879,5,churned,60.0,2023-01-07 16:14:18,2024-12-09 16:14:18
500760,590704,24,active,576.0,2023-10-20 23:31:00,
500761,600864,4,active,48.0,2024-02-23 13:21:50,
500762,749288,42,churned,1848.0,2023-07-01 19:50:39,2024-03-18 19:50:39
500763,211818,40,active,960.0,2024-04-10 08:14:53,
500764,873644,14,active,336.0,2023-10-08 16:09:13,
500765,454905,4,active,48.0,2023-02-08 14:07:07,
500766,697547,15,active,360.0,2025-02-08 13:10:44,
500767,919775,24,active,576.0,2024-03-06 14:38:08,
500768,644079,15,active,360.0,2024-04-07 14:36:53,
500769,282947,5,active,60.0,2023-05-14 10:53:40,
500770,812313,8,active,96.0,2023-08-02 16:25:40,
500771,118279,24,active,576.0,2025-02-04 12:41:37,
500772,341901,6,active,72.0,2025-01-23 09:58:31,
500773,259373,6,active,72.0,2024-08-27 19:41:43,
500774,799789,7,active,84.0,2025-05-30 03:44:46,
500775,342116,5,active,60.0,2025-08-24 14:17:40,
500776,699585,7,active,168.0,2024-12-17 09:14:31,
500777,821114,19,active,456.0,2025-01-13 10:45:50,
500778,516478,3,active,36.0,2024-06-04 08:09:21,
500779,591806,18,active,432.0,2024-11-20 14:26:23,
500780,980608,10,active,240.0,2024-08-26 09:20:21,
500781,872118,109,active,8611.0,2025-02-23 15:25:11,
500782,206487,6,active,72.0,2024-09-30 13:30:01,
500783,847537,196,active,15484.0,2025-06-16 12:09:50,
500784,956011,18,active,432.0,2025-03-29 14:55:04,
500785,228677,5,active,60.0,2023-07-27 09:34:36,
500786,112414,3,active,36.0,2023-02-18 19:20:29,
500787,996360,8,active,96.0,2025-02-26 08:47:23,
500788,951550,3,active,36.0,2023-08-04 09:09:50,
500789,147538,5,active,60.0,2024-08-17 07:46:38,
500790,270148,38,active,912.0,2024-07-05 08:47:08,
500791,473607,3,active,36.0,2024-06-16 21:32:01,
500792,414105,6,active,72.0,2023-11-09 14:47:16,
500793,600774,73,active,3212.0,2024-09-01 10:44:21,
500794,892300,33,active,792.0,2024-06-29 09:26:15,
500795,902628,71,active,3124.0,2025-05-23 08:55:23,
500796,832722,41,active,1804.0,2025-07-04 12:40:13,
500797,620640,19,active,456.0,2023-12-29 18:33:31,
500798,633095,53,active,1272.0,2025-03-30 05:08:30,
500799,316254,29,active,696.0,2024-10-01 15:47:01,
500800,157478,4,active,48.0,2025-08-05 14:53:20,
500801,721049,9,active,108.0,2024-06-26 07:32:04,
500802,261774,8,active,192.0,2025-06-14 19:40:24,
500803,824578,25,active,600.0,2025-07-29 19:00:07,
500804,565218,62,active,2728.0,2025-01-14 09:47:31,
500805,395913,15,active,360.0,2024-02-15 15:42:09,
500806,623050,5,active,60.0,2025-07-07 08:43:39,
500807,383347,7,active,84.0,2024-04-10 14:21:22,
500808,619995,3,active,36.0,2025-09-06 15:08:29,
500809,240194,9,active,108.0,2023-04-10 21:15:40,
500810,571416,9,active,216.0,2025-03-30 13:02:11,
500811,157411,113,active,4972.0,2024-11-02 14:40:01,
500812,727242,9,active,108.0,2024-05-17 17:41:02,
500813,689786,4,active,48.0,2023-04-05 09:19:16,
500814,611661,5,active,60.0,2023-03-29 17:16:45,
500815,713834,4,active,48.0,2024-08-16 10:23:26,
500816,740617,40,active,1760.0,2023-10-27 16:10:09,
500817,670800,12,active,288.0,2023-09-14 10:11:17,
500818,574768,36,active,864.0,2023-05-12 10:58:08,
500819,822504,28,active,672.0,2023-05-01 09:28:58,
500820,561696,4,active,48.0,2025-08-27 13:26:53,
500821,888218,4,active,48.0,2025-02-14 10:01:03,
500822,479242,10,active,240.0,2025-08-28 15:13:40,
500823,424962,32,active,768.0,2024-08-23 12:06:56,
500824,952105,25,active,600.0,2024-09-26 10:39:55,
500825,531301,3,active,36.0,2023-05-20 20:01:27,
500826,440025,36,active,864.0,2023-01-16 16:30:54,
500827,227254,6,active,72.0,2024-09-20 13:25:50,
500828,900536,4,active,48.0,2025-02-03 15:23:40,
500829,531456,7,active,84.0,2024-05-20 20:10:33,
500830,441844,29,active,696.0,2023-06-16 03:50:11,
500831,577783,30,active,720.0,2025-05-05 09:24:35,
500832,255136,8,active,96.0,2024-06-19 06:08:09,
500833,444888,31,active,744.0,2024-11-08 15:16:35,
500834,290492,9,active,108.0,2023-02-01 09:28:27,
500835,516432,28,active,672.0,2025-05-22 10:47:41,
500836,481016,30,active,720.0,2025-03-21 11:47:32,
500837,136968,10,active,240.0,2025-01-03 07:40:43,
500838,606408,3,active,36.0,2025-07-31 13:00:38,
500839,118948,9,active,108.0,2023-07-05 13:49:30,
500840,832207,29,active,696.0,2024-01-12 08:47:19,
500841,449827,72,active,3168.0,2025-05-13 10:18:27,
500842,916616,49,active,1176.0,2024-11-18 08:33:32,
500843,149930,40,active,960.0,2024-06-03 20:25:22,
500844,575421,8,active,96.0,2023-11-09 14:53:30,
500845,684543,8,active,96.0,2024-08-15 13:57:25,
500846,518790,2,active,24.0,2025-08-01 10:07:16,
500847,817805,22,active,528.0,2023-05-16 13:20:21,
500848,227569,12,active,288.0,2023-12-13 06:34:07,
500849,995560,3,active,36.0,2025-02-21 04:31:28,
500850,236391,92,active,4048.0,2023-01-31 13:59:48,
500851,943757,16,active,384.0,2024-11-03 13:50:37,
500852,196472,22,active,528.0,2023-07-15 11:05:50,
500853,761571,5,active,60.0,2024-08-19 14:36:34,
500854,861636,18,active,432.0,2024-01-31 08:06:30,
500855,177341,10,active,120.0,2024-12-22 11:23:47,
500856,751454,64,active,2816.0,2025-06-24 12:35:37,
500857,201370,41,active,984.0,2023-08-11 14:34:26,
500858,263552,3,active,36.0,2025-04-23 07:07:18,
500859,216864,2,active,24.0,2023-08-07 07:50:51,
500860,599502,5,active,60.0,2023-08-17 13:05:02,
500861,468130,31,active,744.0,2024-10-30 12:49:01,
500862,665391,2,active,24.0,2025-02-23 06:51:05,
500863,298652,27,active,648.0,2023-06-28 11:36:45,
500864,302066,7,active,84.0,2023-09-19 09:42:40,
500865,391958,3,active,36.0,2025-01-23 18:41:19,
500866,467235,8,active,96.0,2023-02-09 14:45:32,
500867,380358,7,active,84.0,2023-04-03 23:09:26,
500868,911125,35,active,840.0,2024-01-17 10:34:30,
500869,250471,9,active,108.0,2024-01-03 11:40:44,
500870,918351,7,active,84.0,2024-06-17 07:53:10,
500871,285164,7,active,84.0,2025-05-23 12:35:48,
500872,779156,24,active,576.0,2023-11-29 15:00:22,
500873,143529,7,active,84.0,2025-03-20 12:27:00,
500874,901636,18,active,432.0,2023-09-07 13:17:54,
500875,352867,32,active,768.0,2025-01-17 16:57:48,
500876,916037,3,active,36.0,2025-09-08 12:12:51,
500877,479650,7,active,84.0,2024-06-28 13:39:26,
500878,787021,6,active,72.0,2024-05-13 09:14:46,
500879,664655,6,active,72.0,2023-09-10 15:30:58,
500880,995264,6,active,72.0,2024-05-01 10:42:12,
500881,687763,17,active,408.0,2023-09-19 08:45:28,
500882,202107,31,active,744.0,2025-06-25 14:53:29,
500883,825599,7,active,84.0,2023-12-11 08:11:54,
500884,386921,62,active,2728.0,2023-12-12 19:24:56,
500885,200865,11,active,264.0,2023-04-18 09:24:46,
500886,684498,46,active,2024.0,2024-12-12 10:01:56,
500887,445138,11,active,132.0,2025-01-10 07:00:20,
500888,686916,85,active,3740.0,2025-05-28 10:09:31,
500889,247268,22,active,528.0,2024-12-11 19:39:12,
500890,499701,11,active,264.0,2023-05-30 23:28:42,
500891,981433,37,active,1628.0,2024-12-12 07:10:56,
500892,530957,8,active,192.0,2023-11-06 13:52:44,
500893,912387,4,active,48.0,2024-09-25 14:16:57,
500894,289564,12,active,288.0,2025-02-05 08:29:55,
500895,728261,8,active,96.0,2023-07-18 12:52:59,
500896,823375,13,active,312.0,2025-08-04 17:38:00,
500897,646309,15,active,360.0,2025-01-23 13:31:51,
500898,734926,10,active,120.0,2023-05-22 14:10:24,
500899,717660,7,active,84.0,2023-05-11 06:31:17,
500900,682864,48,active,1152.0,2025-06-08 16:50:17,
500901,176590,3,active,36.0,2024-07-13 17:08:34,
500902,647116,35,active,840.0,2025-03-28 19:46:24,
500903,540382,21,active,504.0,2025-06-02 13:23:17,
500904,278077,10,active,240.0,2023-11-28 13:28:20,
500905,401402,10,active,240.0,2024-01-03 17:30:54,
500906,625558,6,active,72.0,2023-09-21 03:32:34,
500907,980971,21,active,504.0,2025-01-01 17:05:02,
500908,529391,3,active,36.0,2023-08-09 09:03:49,
500909,874496,35,active,1540.0,2024-11-11 12:19:06,
500910,574470,18,active,432.0,2023-03-26 08:08:55,
500911,147475,3,active,36.0,2024-05-08 08:38:42,
500912,172596,13,active,312.0,2024-03-08 22:12:58,
500913,964514,21,active,504.0,2025-01-20 16:38:55,
500914,649261,23,active,552.0,2023-10-08 08:39:26,
500915,620446,3,active,36.0,2025-05-13 09:11:20,
500916,206528,8,active,96.0,2025-09-10 18:36:36,
500917,972041,24,active,576.0,2025-06-14 11:39:37,
500918,744444,57,active,2508.0,2024-04-10 14:00:57,
500919,865573,9,active,108.0,2024-04-15 21:17:45,
500920,600507,16,active,384.0,2025-09-08 07:36:42,
500921,351475,7,active,84.0,2023-09-02 12:33:04,
500922,312337,6,active,72.0,2023-10-10 11:27:06,
500923,631003,13,active,312.0,2024-05-10 19:27:57,
500924,244780,128,active,5632.0,2023-12-18 17:49:57,
500925,613449,10,active,240.0,2025-04-01 10:37:48,
500926,615864,25,active,600.0,2024-02-06 14:50:10,
500927,110861,6,active,72.0,2024-06-28 08:43:25,
500928,271313,41,active,984.0,2023-05-25 09:00:57,
500929,431648,11,active,132.0,2025-07-06 07:04:43,
500930,281254,14,active,336.0,2023-11-19 17:18:59,
500931,171084,40,active,960.0,2024-03-13 15:13:51,
500932,562219,54,active,2376.0,2025-04-30 09:12:30,
500933,663857,57,active,2508.0,2025-01-23 16:45:53,
500934,259726,4,active,48.0,2023-08-05 08:27:58,
500935,172478,20,active,480.0,2023-08-06 10:33:08,
500936,822380,12,active,288.0,2024-12-21 13:33:11,
500937,647876,11,active,264.0,2024-06-12 01:06:52,
500938,921303,25,active,600.0,2023-11-29 16:06:35,
500939,918643,26,active,624.0,2025-03-16 18:44:05,
500940,962615,33,active,792.0,2024-01-17 08:20:16,
500941,339409,6,active,72.0,2025-09-20 15:06:00,
500942,557985,4,active,48.0,2023-11-18 18:33:27,
500943,865183,68,active,2992.0,2023-09-26 15:19:08,
500944,793847,25,active,600.0,2025-05-08 13:01:43,
500945,436439,3,active,36.0,2025-01-10 13:16:04,
